team_code,team_name,gw,is_home,opponent_code,opponent_name,team_score,opponent_score,difficulty,finished
17,Nott'm Forest,8,True,8,Chelsea,0,3,3,True
8,Chelsea,8,False,17,Nott'm Forest,3,0,3,True
36,Brighton,8,True,4,Newcastle,2,1,3,True
4,Newcastle,8,False,36,Brighton,1,2,4,True
90,Burnley,8,True,2,Leeds,2,0,2,True
2,Leeds,8,False,90,Burnley,0,2,2,True
31,Crystal Palace,8,True,91,Bournemouth,3,3,3,True
91,Bournemouth,8,False,31,Crystal Palace,3,3,3,True
43,Man City,8,True,11,Everton,2,0,3,True
11,Everton,8,False,43,Man City,0,2,5,True
56,Sunderland,8,True,39,Wolves,2,0,1,True
39,Wolves,8,False,56,Sunderland,0,2,3,True
54,Fulham,8,True,3,Arsenal,0,1,4,True
3,Arsenal,8,False,54,Fulham,1,0,3,True
6,Spurs,8,True,7,Aston Villa,1,2,3,True
7,Aston Villa,8,False,6,Spurs,2,1,3,True
14,Liverpool,8,True,1,Man Utd,1,2,3,True
1,Man Utd,8,False,14,Liverpool,2,1,4,True
21,West Ham,8,True,94,Brentford,0,2,3,True
94,Brentford,8,False,21,West Ham,2,0,3,True
